BOR;AN;nofinesset;nofinessej;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_F10;BLOCS_G10;BLOCS_H10;BLOCS_I10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_F11;BLOCS_G11;BLOCS_H11;BLOCS_I11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_F12;BLOCS_G12;BLOCS_H12;BLOCS_I12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_F13;BLOCS_G13;BLOCS_H13;BLOCS_I13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_F14;BLOCS_G14;BLOCS_H14;BLOCS_I14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15;BLOCS_F15;BLOCS_G15;BLOCS_H15;BLOCS_I15
BLOCS;2014;590000758;590782637;3;4;1;2;1;;;2;;;;8;2;;2;;;12;;;2899;1943;4842;3924;;12;5;2;13;828;911;1739;1656;;;;;;;0;0;0;;;;;;0;0;0;0;;;;;;1505;777;2282;771;;1;1;;;0;;0;0;;;;;
BLOCS;2014;590000774;590782652;;2;;1;;0;;0;;0;;3;;;1;;;5;;;1249;1450;2699;2358;351;0;0;0;1;175;24;199;181;;6;4;0;0;0;0;0;0;;;;;;5;59;64;0;;;;;;681;179;860;330;;;;;;6;5;11;4;;;;;
BLOCS;2014;590001004;590783239;;10;10;1;1;0;;2;0;0;;13;11;0;1;;;16;;;4181;1637;5818;4695;479;79;28;26;50;601;674;1275;386;;10;14;2;1;223;1;224;0;;;;;;317;190;507;0;;;;;;2297;1063;3360;1340;;2;3;1;4;1;1;2;0;;;;;
BLOCS;2014;590001749;590788956;;;;;;;;;;;;;;;;;;;;;135;7;142;29;;;;;;0;0;0;0;;;;;;4;0;4;0;;;;;;0;0;0;0;;;;;;570;296;866;379;;;;;;1;0;1;0;;;;;
BLOCS;2014;590006607;590780193;3;4;0;2;2;0;0;0;0;0;0;6;2;3;2;0;1;9;0;2;6587;3897;10484;9313;;;;;;3447;1804;5251;2600;;;;;;7;0;7;7;;;;;;33;0;33;0;;;;;;1178;1398;2576;1476;;;;;;9;14;23;0;;;;;
BLOCS;2014;590006896;590000519;1;6;;;;0;;1;;0;;7;;;1;;;12;;;2856;3636;6492;5408;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;80;0;80;0;;;;;;404;1636;2040;1222;;;;;;13;66;79;4;;;;;
BLOCS;2014;590008041;590008033;2;10;;;;1;;1;;;;12;;;3;;;23;;;5065;5786;10851;8157;;;;;;1;0;1;1;;;;;;1318;2;1320;998;;;;;;555;72;627;0;;;;;;1871;4665;6536;4128;;;;;;0;12;12;2;;;;;
BLOCS;2014;590046538;590781415;1;2;;1;1;;;1;;0;;4;1;;1;;;5;;;586;167;753;727;753;0;0;0;0;852;854;1706;390;;2;7;2;6;0;0;0;0;;;;;;0;0;0;0;;;;;;37;330;367;350;;;;;;2;14;16;0;;;;;
BLOCS;2014;590052056;590051801;3;3;;1;;1;;1;;1;;7;;2;1;;1;9;;4;2252;4565;6817;5640;;;;;;357;33;390;251;;;;;;0;0;0;0;;;;;;4;0;4;0;;;;;;981;5510;6491;3831;;;;;;29;13;42;5;;;;;
BLOCS;2014;590780060;590000022;;3;;;;;;;;1;;4;;;2;;;7;;;2984;11424;14408;7497;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;209;7;216;0;;;;;
BLOCS;2014;590780250;590053955;1;9;;;;;;;;;;9;;;1;;;14;;;7979;21318;29297;25554;;;;;;0;4;4;4;;;;;;0;0;0;0;;;;;;1;0;1;0;;;;;;15;74;89;53;;;;;;58;43;101;1;;;;;
BLOCS;2014;590780268;590053955;6;14;;3;;1;;2;;0;;20;;;3;;;31;;;8979;5365;14344;12014;;;;;;1069;208;1277;712;;;;;;963;1;964;683;;;;;;435;34;469;0;;;;;;2535;11878;14413;8985;;;;;;6;24;30;13;;;;;
BLOCS;2014;590780284;590051801;1;6;;;;1;;1;;2;;10;;;1;;;10;;;3859;1547;5406;4755;;;;;;0;0;0;0;;;;;;1310;0;1310;327;;;;;;310;77;387;0;;;;;;2429;891;3320;1735;;;;;;10;3;13;0;;;;;
BLOCS;2014;590780342;590053955;1;5;;;;;;;;0;;5;;;1;;;8;;;499;10193;10692;5805;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1;7;8;0;;;;;
BLOCS;2014;590780383;590000204;5;9;;;;1;;2;;1;;13;;2;4;;1;26;;5;7456;10693;18149;14328;;;;;;0;0;0;0;;;;;;739;5;744;223;;;;;;357;39;396;0;;;;;;3070;8302;11372;7312;;;;;;94;195;289;67;;;;;
BLOCS;2014;590781571;590000402;1;4;1;0;;0;;0;;0;;4;1;0;1;;;8;;;2261;3077;5338;4412;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;;;;;;;0;;0;;;;;;
BLOCS;2014;590781951;590053955;3;8;;;;;;;;;;8;;;1;;;14;;;7576;1797;9373;9212;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;23;1;24;0;;;;;;0;1;1;0;;;;;
BLOCS;2014;590782298;590000675;;11;;1;;;;1;;0;;13;;;1;;;23;;;7850;5442;13292;12364;;;;;;258;41;299;275;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;370;2758;3128;1858;;;;;;8;40;48;16;;;;;
BLOCS;2014;590782546;590000733;1;;;;;;;;;;;;;2;;;1;;;4;4;765;769;752;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;55;55;0;;;;;;67;1765;1832;934;;;;;;3;65;68;5;;;;;
BLOCS;2014;590782553;590000741;3;6;;1;;1;;2;;1;;11;;3;2;;1;14;;5;4794;6069;10863;9167;;;;;;576;145;721;549;;;;;;505;2;507;376;;;;;;811;1;812;0;;;;;;1434;8923;10357;5979;;;;;;5;32;37;7;;;;;
BLOCS;2014;590784864;590780193;1;3;0;0;0;0;;0;;0;;3;0;;1;;;5;;;1569;164;1733;1413;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;21;0;21;0;;;;;;1493;604;2097;203;;;;;;0;0;0;0;;;;;
BLOCS;2014;590785374;620001834;1;0;;;;;;2;;4;;6;;;;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;309;233;542;0;;;;;;0;0;0;0;;;;;
BLOCS;2014;590787586;590780193;3;6;0;0;0;4;0;0;0;0;0;10;0;0;1;0;0;6;0;0;3575;10;3585;3226;;;;;;0;0;0;0;;;;;;2553;10;2563;1847;;;;;;862;98;960;0;;;;;;437;1;438;66;;;;;;2;6;8;0;;;;;
BLOCS;2014;590788964;590001756;1;2;0;0;0;1;0;1;0;0;0;4;0;;1;0;;8;0;;1449;2620;4069;2700;;;;;;0;0;0;0;;;;;;16;0;16;0;;;;;;1;0;1;0;;;;;;835;2816;3651;1881;;;;;;0;4;4;2;;;;;
BLOCS;2014;590790655;590002218;;4;4;;;0;;1;;;;5;4;;1;;;8;;;1435;1524;2959;2892;428;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;;;;0;;;;;;247;43;290;184;9;;;;;;;;0;;;;;
BLOCS;2014;590791562;590782421;1;2;1;3;1;0;0;1;0;1;0;7;2;0;1;1;;5;;;1046;330;1376;1202;765;;;;;1609;1366;2975;733;81;;;;;0;0;0;0;0;;;;;0;0;0;0;0;;;;;49;319;368;206;133;;;;;0;35;35;0;118;;;;
BLOCS;2014;590796975;590780193;8;37;7;0;0;3;0;0;0;1;0;41;7;;7;1;;47;4;;17597;7854;25451;20632;;;;;;10;0;10;9;;;;;;15;1;16;15;;;;;;163;3;166;0;;;;;;2547;92;2639;524;;;;;;3;97;100;94;;;;;
BLOCS;2014;590797353;590051801;1;7;;1;;0;;1;;;;9;;0;4;;;13;;;3062;3974;7036;4905;;;;;;1286;103;1389;457;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1108;1038;2146;835;;;;;;15;47;62;6;;;;;
BLOCS;2014;590801106;590782421;;6;1;0;0;2;1;8;0;0;0;16;2;2;1;;;21;;;5100;3714;8814;6687;3965;;;;;0;0;0;0;0;;;;;567;4;571;0;7;;;;;526;15;541;0;0;;;;;3036;2671;5707;2441;5463;;;;;5;9;14;4;449;;;;
BLOCS;2014;590804696;590781902;1;6;;1;1;0;;1;;1;;9;1;;2;;1;7;;4;5576;2808;8384;6878;4235;17;4;4;11;1100;672;1772;390;67;4;1;;1;145;1;146;1;;;;;;85;5;90;0;;;;;;2361;1815;4176;1735;1383;;;;;12;13;25;0;1155;;;;
BLOCS;2014;590811279;590780193;5;23;0;0;0;3;0;0;0;0;0;26;0;6;4;0;1;28;0;9;12925;5969;18894;13890;;;;;;0;0;0;0;;;;;;4;0;4;4;;;;;;744;75;819;0;;;;;;6813;3199;10012;4860;;;;;;138;446;584;57;;;;;
BLOCS;2014;590813176;590005278;1;5;;0;;0;;1;;0;;6;;;1;;;11;;;1663;1943;3606;2490;;;;;;4;10;14;14;;;;;;1;0;1;0;;;;;;0;0;0;0;;;;;;173;1842;2015;1076;;;;;;0;10;10;6;;;;;
BLOCS;2014;590813382;590000386;;6;;1;;;;;;;;7;;;1;;;12;;;3132;5153;8285;6297;;;;;;608;56;664;346;;;;;;0;0;0;0;;;;;;150;13;163;0;;;;;;398;308;706;592;;;;;;14;17;31;0;;;;;
BLOCS;2014;590813507;590000485;9;8;;0;;0;;1;;0;;9;;;1;;;14;;;2181;2711;4892;4220;;;;;;552;206;758;536;;;;;;41;0;41;0;;;;;;42;2;44;0;;;;;;572;1613;2185;1210;;;;;;1;4;5;0;;;;;
BLOCS;2014;590815056;590005492;;6;;;;0;;1;;0;;7;;;1;;;14;;;2579;1476;4055;3578;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;102;16;118;0;;;;;;888;6648;7536;4862;;;;;;3;10;13;10;;;;;
BLOCS;2014;590816310;590000048;1;9;0;1;1;0;0;2;;1;;13;1;;1;;;18;;;4699;4906;9605;8011;;;;;;271;68;339;335;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1041;5803;6844;4178;;;;;;22;68;90;7;;;;;
BLOCS;2014;590817458;590053955;;5;;;;;;1;;2;;8;;;1;;;10;;;1889;4481;6370;4465;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;833;4515;5348;3105;;;;;;0;1;1;0;;;;;
BLOCS;2014;590817839;590053955;1;3;;1;;1;;3;;0;;8;;;1;;;5;;;1978;914;2892;2479;;;;;;198;43;241;229;;;;;;0;0;0;0;;;;;;226;1;227;0;;;;;;445;381;826;136;;;;;;0;10;10;2;;;;;
BLOCS;2014;600000053;600101984;1;3;1;1;;0;;0;;0;;4;1;0;1;;;8;;;1604;1043;2647;2210;2735;1;1;;1;1109;442;1551;484;92;5;;1;6;4;1;5;0;;;;;;5;0;5;0;;;;;;565;562;1127;449;176;;;;5;1;11;12;0;50;;;;
BLOCS;2014;600000186;600100648;1;1;0;1;1;0;0;1;0;0;0;3;1;5;1;1;1;4;4;4;734;479;1213;987;236;1;0;1;0;234;229;463;148;6;4;2;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;244;426;670;394;136;0;0;0;0;;;;0;0;0;0;0;0
BLOCS;2014;600000194;600100713;1;8;1;3;1;0;0;2;0;0;0;13;2;0;1;1;0;18;16;0;4541;2779;7320;4980;1367;13;14;9;22;1430;721;2151;997;1882;1;13;2;2;30;0;30;10;0;0;0;0;0;4;1;5;0;384;0;0;0;0;2566;1328;3894;1748;697;1;0;0;0;24;5;29;0;0;0;0;0;0
BLOCS;2014;600000285;600100721;1;0;;0;;;;0;;;;0;;3;1;;;5;;;79;1122;1201;890;;;;;;0;38;38;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;151;262;413;235;;;;;;0;0;0;0;;;;;
BLOCS;2014;600000467;600101984;2;3;1;1;1;1;;1;;0;;6;2;0;1;;;12;;;3903;2192;6095;5082;4073;23;2;4;21;797;380;1177;330;69;;15;1;;923;5;928;286;;3;;1;1;127;0;127;0;1;;;;;3019;799;3818;1687;1269;;1;3;2;20;3;23;0;219;;;;
BLOCS;2014;600008643;600008635;1;0;;;;;;1;0;;;1;0;;1;;;4;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;2567;2567;1678;804;0;0;0;0;0;0;0;0;;;;;
BLOCS;2014;600010862;600010854;;5;0;0;;;;;;3;;8;0;;1;;;11;;;1428;2612;4040;3199;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;205;845;1050;780;;;;;;1;1;2;1;;;;;
BLOCS;2014;600100168;600106629;1;5;0;0;;0;;0;;3;;8;0;;1;;;11;;;1590;2415;4005;3126;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;541;941;1482;1068;;;;;;13;6;19;14;;;;;
BLOCS;2014;600100176;600010581;1;0;0;0;0;0;0;1;0;0;0;1;0;;1;0;;4;0;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;813;813;535;;;;;;0;0;0;0;;;;;
BLOCS;2014;600100754;600000228;1;6;6;1;1;0;0;3;2;0;0;10;9;4;1;1;1;18;4;;6040;6845;12885;10534;329;80;11;22;38;603;62;665;284;;5;3;;1;23;0;23;0;;;;;;193;0;193;0;;;;;2;1434;5389;6823;4961;2193;2;;;4;6;10;16;10;;;;;
BLOCS;2014;600110175;600001234;1;5;;;;1;;1;;1;;8;;;1;;;14;;;2774;4855;7629;5717;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;37;0;37;0;;;;;;1279;5873;7152;6004;;;;;;1;23;24;12;;;;;
BLOCS;2014;600113476;600100721;;8;1;0;;2;;0;;0;;10;1;;1;1;;12;;;4236;2517;6753;5680;;37;7;6;12;1088;443;1531;570;;5;4;0;1;768;5;773;39;;0;0;0;0;90;13;103;0;;0;0;0;0;2154;1149;3303;1851;;0;0;0;0;3;9;12;1;;;;;
BLOCS;2014;610000044;610780074;1;3;0;1;;;;1;;0;;5;0;;1;;;7;;;1586;793;2379;1932;;0;0;5;6;370;74;444;266;;1;2;;;0;0;0;0;;;;;;0;0;0;0;;;;;;326;612;938;670;;;;;;1;3;4;0;;;;;
BLOCS;2014;610000051;610780082;2;6;;1;;0;;0;;7;;14;;;1;;;7;;;3347;2003;5350;4192;3748;29;7;12;20;762;297;1059;352;68;19;57;4;7;91;0;91;16;0;0;0;0;0;34;0;34;0;0;0;0;0;0;2284;970;3254;1834;1648;2;2;1;2;3;7;10;0;0;0;0;0;0
BLOCS;2014;610000069;610780090;1;5;;;;;;1;;1;;7;;1;1;;;9;;;2141;2502;4643;2114;1503;2;;3;4;384;117;501;150;;1;1;;;47;0;47;18;;;;;;16;0;16;0;;;;;;950;794;1744;892;661;;;;;4;5;9;2;;;;;
BLOCS;2014;610000077;610780124;;;;;;;;1;;;;1;;;;;;;;;33;4;37;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1;0;1;0;;;;;;23;0;23;0;70;;;;;0;0;0;0;;;;;
BLOCS;2014;610000119;610780165;;4;;1;;0;;1;;0;;6;;;1;;;8;;;2642;1072;3714;2892;;;;;;701;228;929;290;;;;;;9;0;9;8;;;;;;3;0;3;0;;;;;;1084;764;1848;845;;;;;;6;39;45;0;;;;;
BLOCS;2014;610006421;610006413;1;5;;;;1;;1;;1;;8;;;1;;;10;;;2152;2277;4429;3171;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;26;0;26;0;;;;;;367;2029;2396;1993;;;;;;2;1;3;1;;;;;
BLOCS;2014;610780199;610000135;1;4;;;;;;1;;1;;6;;;1;;;8;;;1594;2195;3789;2817;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;706;1300;2006;1626;;;;;;1;33;34;34;;;;;
BLOCS;2014;620000026;620003814;3;8;;;;;;1;;1;;10;;;2;;;16;;;4942;1447;6389;5753;;2;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;385;375;760;301;;;;;;0;7;7;7;;;;;
BLOCS;2014;620000034;620100057;2;8;2;1;1;1;1;5;;0;;15;4;;1;1;;15;;;3800;2044;5844;4636;;52;1;26;9;1348;1034;2382;696;;28;19;4;0;423;8;431;0;;;;;;440;94;534;0;;4;0;2;0;2482;1360;3842;1778;;;;;;3;24;27;1;;;;;
BLOCS;2014;620000224;620100651;1;4;1;1;;;;1;;;;6;1;0;1;;;8;1;;3486;1092;4578;3459;;;;;;379;608;987;356;;;;;;182;2;184;1;;;;;;174;11;185;0;;;;;;2367;1353;3720;1567;;;;;;7;21;28;5;;;;;
BLOCS;2014;620000257;620100685;2;10;1;3;1;1;;1;;1;;16;2;;4;;;20;;;6461;7636;14097;7511;;;;;;1452;934;2386;809;;;;;;1244;30;1274;11;;;;;;425;44;469;0;;;;;;3181;1065;4246;1331;;;;;;3;15;18;0;;;;;
BLOCS;2014;620000323;620101337;2;6;0;1;1;0;;2;0;0;;9;1;;2;1;;16;1;;3585;1889;5474;4547;;5;3;7;14;1103;385;1488;758;;;1;;;45;0;45;4;;;;;;20;0;20;0;;;;;;1666;869;2535;1097;783;;;;;4;22;26;1;;;;;
BLOCS;2014;620000349;620101360;;6;;1;;1;;1;;1;;10;;1;1;;;9;;;3371;1579;4950;4203;;;;;;611;393;1004;438;;;;;;67;0;67;9;;;;;;13;0;13;0;;;;;;1768;920;2688;1030;;;;;;7;48;55;3;;;;;
BLOCS;2014;620000653;620103440;1;9;0;1;0;2;0;1;0;1;0;14;0;;1;0;0;21;21;;6531;3432;9963;7022;247;33;7;7;21;745;638;1383;464;1;14;14;5;3;765;61;826;41;;7;5;0;1;273;5;278;50;;0;0;0;0;3188;879;4067;1570;152;5;2;1;2;140;46;186;164;3;0;0;0;0
BLOCS;2014;620003202;620103432;2;5;0;1;0;0;0;2;0;0;0;8;0;;1;0;0;10;0;0;3696;939;4635;3516;5821;108;34;33;59;1007;3;1010;452;34;9;18;3;1;2;0;2;0;0;0;0;0;0;493;0;493;492;0;0;0;0;0;1490;1393;2883;1273;364;0;3;0;0;26;22;48;29;0;0;0;0;0
BLOCS;2014;620003350;620001834;1;1;1;1;1;0;;1;;;;3;2;;1;;;4;;;31;10;41;27;;;;;;452;103;555;386;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;209;4;213;1;1421;;;;;0;0;0;0;;;;;
BLOCS;2014;620003376;620001834;1;10;2;0;;0;;2;;0;;12;2;;1;;;15;;;5050;3737;8787;7752;2976;;;;;1;9;10;10;0;;;;;48;0;48;0;0;;;;;14;194;208;0;0;;;;;1706;5538;7244;4703;1064;;;;;6;127;133;21;50;;;;
BLOCS;2014;620006049;620000331;1;8;;0;;;;1;;0;;9;;;2;;;16;;;4934;5449;10383;8037;;;;;;1;0;1;1;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;891;5998;6889;3903;;;;;;8;26;34;13;;;;;
BLOCS;2014;620025346;620001834;1;6;;1;;0;;1;;1;;9;;;1;;;12;;;2891;2860;5751;5141;;;;;;371;83;454;218;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;897;2960;3857;1992;;;;;;6;39;45;2;;;;;
BLOCS;2014;620100099;620014779;1;14;3;1;;1;;2;;0;;18;3;0;1;;;23;;;7192;9849;17041;13424;;;;;;247;95;342;324;;;;;;0;0;0;0;;;;;;8;3;11;0;;;;;;1636;6508;8144;5721;;;;;;1;25;26;20;;;;;
BLOCS;2014;620100487;620000125;;4;4;0;0;0;0;1;0;0;0;5;4;;1;1;;8;8;;1660;1391;3051;2349;;;;;;0;0;0;0;0;;;;;0;0;0;0;0;;;;;0;0;0;0;0;;;;;616;1933;2549;1458;;;;;;0;0;0;0;0;;;;
BLOCS;2014;620100735;620000265;;8;8;1;1;1;1;1;1;;;11;11;;1;;;13;;;5311;4173;9484;7632;;;;;;329;59;388;373;;;;;;22;0;22;0;;;;;;28;82;110;0;;;;;;1121;4391;5512;3545;;;;;;28;72;100;9;;;;;
BLOCS;2014;620100750;620000273;1;5;;;;0;;1;;0;;6;;;1;;;9;;;2168;1698;3866;3127;;;;;;0;0;0;0;;;;;;41;0;41;0;;;;;;290;32;322;0;;;;;;287;2332;2619;1290;;;;;;2;5;7;1;;;;;
BLOCS;2014;620101311;620027763;1;3;1;1;;1;;1;;1;;7;1;0;1;;;11;;;3972;3438;7410;6721;33;5;;2;3;1;0;1;1;;;;;;21;0;21;0;;;;;;85;0;85;0;;;;;;945;4567;5512;3413;;1;;;;7;17;24;10;;;;;
BLOCS;2014;620101501;620000364;;9;;;;1;;2;;1;;13;;;1;;;21;;;6464;7298;13762;12350;;;;;;0;0;0;0;;;;;;1457;8;1465;971;;;;;;447;34;481;0;;;;;;1442;3663;5105;3340;;;;;;0;18;18;8;;;;;
BLOCS;2014;620105940;620000950;1;4;;;;;;;;;;4;;;1;;;5;;;1163;1452;2615;2124;642;3;;;2;0;0;0;0;;;;;;7;0;7;0;;;;;;7;0;7;0;;;;;;19;37;56;33;;;;;;1;0;1;0;;;;;
BLOCS;2014;620106088;620000976;1;7;7;0;;0;;1;1;;;8;8;;1;1;;9;9;;1789;3523;5312;4179;;;;;;1;0;1;1;;;;;;0;0;0;0;;;;;;0;6;6;0;;;;;;92;568;660;332;;;;;;0;0;0;0;;;;;
BLOCS;2014;620116046;620002311;1;;;;;;;;;;;;;3;;;1;;;5;0;2980;2980;2149;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;1318;1318;631;;;;;;0;6;6;6;;;;;
BLOCS;2014;620118513;620002915;1;5;1;1;1;1;1;1;;1;;9;3;0;1;1;;13;;;4879;5731;10610;8306;305;5;2;2;7;702;26;728;363;;3;3;1;5;543;1;544;309;;;;;;882;11;893;0;;3;2;;;1588;2278;3866;2399;;1;36;7;1;4;1;5;2;;;;;
BLOCS;2014;630000404;630780989;2;25;19;0;;5;1;1;;0;;31;20;3;1;1;1;26;20;6;13716;3623;17339;12853;;63;29;9;23;2;1;3;2;;;;;;2961;33;2994;558;;;;;;1305;120;1425;0;;;;;;2959;142;3101;1318;;;;;;175;67;242;1;;;;;
BLOCS;2014;630000412;630780997;;0;;;;;;1;;;;1;;1;1;;;4;;;0;70;70;17;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;218;661;879;512;;;;;;0;0;0;0;;;;;
BLOCS;2014;630000420;630781003;1;2;;1;1;0;;1;;0;;4;1;;1;;;5;;;1159;512;1671;1429;480;2;7;0;2;403;265;668;223;0;4;1;0;0;1;0;1;1;0;;;;;2;0;2;0;;;;;;630;1079;1709;977;;;;;;0;2;2;1;;;;;
BLOCS;2014;630000438;630781011;1;3;0;0;0;0;0;1;0;0;0;4;0;0;1;0;0;7;0;0;1257;1169;2426;1909;;;;;;0;0;0;0;;;;;;4;0;4;0;;;;;;0;0;0;0;;;;;;607;1211;1818;1034;;;;;;1;5;6;6;;;;;
BLOCS;2014;630000446;630781029;1;1;1;1;;0;;1;;0;;3;1;;1;;;5;;;989;271;1260;1125;;;;;;151;127;278;143;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;411;778;1189;782;;;;;;1;0;1;0;;;;;
BLOCS;2014;630000479;630781110;1;4;0;0;0;1;0;1;0;1;0;7;0;0;1;;;7;;;4634;1168;5802;3716;1220;;;;;0;0;0;0;;;;;;1;0;1;1;;;;;;8;0;8;0;;;;;;429;48;477;119;467;;;;;8;0;8;0;;;;;
BLOCS;2014;630780369;630000164;2;3;1;;;;;3;;0;;6;1;;2;;;10;;;1688;524;2212;2007;;0;0;1;0;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;609;7627;8236;5740;;;;;;0;13;13;10;;;;;
BLOCS;2014;630781268;630780989;3;10;2;2;2;1;0;3;0;0;0;16;4;;4;2;0;24;6;0;9370;3453;12823;9602;;28;865;3;24;2912;1850;4762;2061;;7;9;1;7;8;0;8;3;;0;0;0;0;264;1;265;0;;0;0;0;0;2797;2453;5250;2961;;1;0;3;1;49;109;158;14;;0;0;0;0
BLOCS;2014;630781839;630000826;3;9;1;1;1;1;;2;;1;;14;2;4;2;1;;29;3;;12909;18512;31421;29024;;;;;;1405;533;1938;877;;;;;;3;2;5;1;;;;;;237;0;237;0;;;;;;1723;3384;5107;4079;;;;;;10;15;25;2;;;;;
BLOCS;2014;630783108;630000867;2;4;;;;;;2;;;;6;;;2;;;12;;;1428;7760;9188;4836;;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;97;1137;1234;1088;;;;;;0;0;0;0;;;;;
BLOCS;2014;640000162;640780417;;8;1;2;;1;;2;;1;;14;1;0;2;;;15;;;8408;4108;12516;8214;;;;;;1191;719;1910;940;116;;;;;254;9;263;122;;;;;;375;44;419;0;0;;;;;2573;1659;4232;2236;1120;;;;;39;16;55;3;5;;;;
BLOCS;2014;640000402;640780813;1;0;0;0;0;0;0;1;0;1;0;2;0;1;1;0;1;4;0;4;113;27;140;31;1052;0;0;0;0;166;67;233;86;;;;;;26;0;26;0;;;;;;8;0;8;0;;;;;;269;212;481;217;57;0;0;0;0;1;0;1;0;;;;;
BLOCS;2014;640000410;640780821;3;3;3;0;;0;;1;1;0;;4;4;;1;;;6;;;1681;1078;2759;1623;1873;;;;;4;0;4;4;0;;;;;;;;0;;;;;;22;0;22;0;;;;;;574;677;1251;624;1007;;;;;;;;0;;;;;
BLOCS;2014;640000600;640781290;3;12;2;1;1;4;;1;;4;;22;3;;1;;;15;;;9424;5118;14542;10101;5075;45;17;26;41;811;814;1625;762;0;;;;;1567;16;1583;179;0;3;2;0;1;484;33;517;0;1;;;;;2362;1585;3947;1748;4118;7;4;5;4;49;17;66;11;0;;;;
BLOCS;2014;640015921;640780821;1;3;3;1;1;0;0;1;0;0;0;5;4;;1;;;6;;;635;549;1184;1118;;;;;;139;101;240;116;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;4;55;59;30;;;;;;0;0;0;0;;;;;
BLOCS;2014;640016580;640010658;1;;;;;1;;;;;;1;;;;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;773;0;773;347;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;
BLOCS;2014;640016598;640010658;1;;;;;2;;;;;;2;;;;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1252;30;1282;1057;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;
BLOCS;2014;640017646;640017638;;3;1;1;0;;;1;;;;5;1;;1;;;6;;;944;1548;2492;1998;37;;1;1;;129;32;161;81;;;1;;;30;1;31;1;;;;;;8;0;8;0;;;;;;352;816;1168;649;68;;;;;0;2;2;0;;;;;
BLOCS;2014;640780185;640000089;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
